Symbol,UnderlyingPrice,OptionSymbol,Type,Expiration,DataDate,DaysLeft,Strike,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,PurchasePrice,ExpirationPrice,Profit,calliv,putiv,meaniv,callvol,putvol,calloi,putoi
F,11.41,F170623C00009500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,9.5,0,0,0.6413,0.8932,10.2524,-0.7575,0.5157,2.01,1.61,-0.39,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00009000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,9.0,0,10,0.5417,-0.032,4.7326,-0.2474,0.2011,0.01,0.01,0.0,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00009000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,9.0,0,2,0.7988,0.9047,7.5718,-0.867,0.4745,1.84,2.14,0.3,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00008500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,8.5,0,0,0.7004,-0.036,4.0293,-0.3522,0.2214,0.03,0.0,-0.03,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00008500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,8.5,0,1,0.8921,0.9271,5.5424,-0.7918,0.3879,2.58,2.62,0.04,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00008000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,8.0,0,0,0.7629,-0.0233,2.5763,-0.2672,0.1542,0.02,0.0,-0.02,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00008000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,8.0,0,0,1.273,0.902,4.8506,-1.4063,0.4844,3.6,3.1,-0.48,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00007500,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,7.5,0,0,0.882,-0.0203,1.9873,-0.2755,0.1375,0.02,0.0,-0.02,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00007500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,7.5,0,0,1.4458,0.9131,3.9066,-1.4606,0.4431,4.1,3.5,-0.48,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00007000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,7.0,0,0,1.0086,-0.018,1.5643,-0.2836,0.1238,0.02,0.0,-0.02,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00010500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,10.5,10,24,0.4261,0.8019,23.325,-0.7608,0.7797,0.99,0.65,-0.34,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00007000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,7.0,0,0,1.4984,0.9348,3.0279,-1.2166,0.3559,4.55,3.6,-0.43,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00006500,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,6.5,0,0,1.6815,0.9418,2.47,-1.2494,0.3258,5.05,4.35,-0.43,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623P00006000,put,2017-06-23 00:00:00,2017-06-01 00:00:00,22,6.0,0,0,1.2878,-0.0142,1.0017,-0.2962,0.1012,0.02,0.0,-0.02,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
F,11.41,F170623C00006000,call,2017-06-23 00:00:00,2017-06-01 00:00:00,22,6.0,0,0,1.8784,0.9479,2.0257,-1.2782,0.2985,5.55,4.9,-0.43,0.2104,0.2364,0.2234,119041,84448,1239449,1241535
